"id","prefix","term","definition","reports","downloaded_at"
"1596","I","Industrialised/developed/developing countries","There are a diversity of approaches for categorising countries on the basis of their level of economic development, and for defining terms such as industrialised, developed, or developing. Several categorisations are used in this report. (1) In the United Nations system, there is no established convention for designating of developed and developing countries or areas. (2) The United Nations Statistics Division specifies developed and developing regions based on common practice. In addition, specific countries are designated as Least Developed Countries (LDC), landlocked developing countries, small island developing states, and transition economies. Many countries appear in more than one of these categories. (3) The World Bank uses income as the main criterion for classifying countries as low, lower middle, upper middle, and high income. (4) The UNDP aggregates indicators for life expectancy, educational attainment, and income into a single composite Human Development Index (HDI) to classify countries as low, medium, high, or very high human development.","SRCCL","2026-02-27"
"2996","I","Industrialized countries/developing countries","There are a diversity of approaches for categorizing countries on the basis of their level of development, and for defining terms such as industrialized, developed, or developing. Several categorizations are used in this report. (1) In the United Nations system, there is no established convention for designating of developed and developing countries or areas. (2) The United Nations Statistics Division specifies developed and developing regions based on common practice. In addition, specific countries are designated as Least Developed Countries (LCD), landlocked developing countries, small island developing states, and transition economies. Many countries appear in more than one of these categories. (3) The World Bank uses income as the main criterion for classifying countries as low, lower middle, upper middle, and high income. (4) The UNDP aggregates indicators for life expectancy, educational attainment, and income into a single composite Human Development Index (HDI) to classify countries as low, medium, high, or very high human development.","AR5-WG3","2026-02-27"
"373","I","Industrialized/developed/developing countries","There are a diversity of approaches for categorizing countries on the basis of their level of development, and for defining terms such as industrialized, developed, or developing. Several categorizations are used in this report. (1) In the United Nations system, there is no established convention for designation of developed and developing countries or areas. (2) The United Nations Statistics Division specifies developed and developing regions based on common practice. In addition, specific countries are designated as Least Developed Countries (LDC), landlocked developing countries, small island developing states, and transition economies. Many countries appear in more than one of these categories. (3) The World Bank uses income as the main criterion for classifying countries as low, lower middle, upper middle and high income. (4) The UNDP aggregates indicators for life expectancy, educational attainment, and income into a single composite Human Development Index (HDI) to classify countries as low, medium, high or very high human development.","SR15; AR5-WG2","2026-02-27"
"249","I","Inequality","","SRCCL; SROCC; SR15; AR6","2026-02-27"
"3320","I","Informal sector","Commercial enterprises (mostly small) that are not registered or that otherwise fall outside official rules and regulations. Among the businesses that make up the informal sector, there is great diversity in the value of the goods or services produced, the numbers employed, the extent of illegality, and the connection to the formal sector. Many informal enterprises have some characteristics of formal-sector enterprises, and some people are in informal employment in the formal sector as they lack legal protection or employment benefits.","AR5-WG2","2026-02-27"
"1882","I","Informal sector/economy","The informal sector/economy is broadly characterized as comprising production units that operate at a small scale and at a low level of organization, with little or no division between labour and capital as factors of production, and with the primary objective of generating income and employment for the persons concerned. The economic activity of the informal sector is not accounted for in determining sectoral or national economic activity.","SRREN","2026-02-27"
"3322","I","Informal settlement","A term given to settlements or residential areas that by at least one criterion fall outside official rules and regulations. Most informal settlements have poor housing (with widespread use of temporary materials) and are developed on land that is occupied illegally with high levels of overcrowding. In most such settlements, provision for safe water, sanitation, drainage, paved roads, and basic services is inadequate or lacking. The term slum is often used for informal settlements, although it is misleading as many informal settlements develop into good quality residential areas, especially where governments support such development.","AR5-WG2; AR6","2026-02-27"
"375","I","Information and communication technology (ICT)","An umbrella term that includes any information and communication device or application, encompassing: computer systems, network hardware and software, cell phones, etc.","SR15","2026-02-27"
"2502","I","Infrared radiation","","AR5-WG1","2026-02-27"
"5801","I","Infrastructure","The designed and built set of physical systems and corresponding institutional arrangements that mediate between people, their communities and the broader environment to provide services that support economic growth, health, quality of life and safety (Chester, 2019; Dawson et al., 2018).","AR6","2026-02-27"
"115","I","Infrastructure commitment","The infrastructure commitment is the climate change that would result if existing greenhouse gas and aerosol emitting infrastructure were used until the end of its expected lifetime.","SR15","2026-02-27"
"2998","I","Input-output analysis","","AR5-WG3","2026-02-27"
"2504","I","Insolation","The amount of solar radiation reaching the Earth by latitude and by season measured in W m-2. Usually insolation refers to the radiation arriving at the top of the atmosphere. Sometimes it is specified as referring to the radiation arriving at the Earth's surface.","AR5-WG1; AR6","2026-02-27"
"5677","I","Instantaneous radiative forcing (or effect) due to aerosol–cloud interactions (IRFaci)","The radiative forcing (or radiative effect, if the perturbation is internally generated) due to the change in number or size distribution of cloud droplets or ice crystals that is the proximate result of an aerosol perturbation, with other variables (in particular total cloud water content) remaining equal. In liquid clouds, an increase in cloud droplet concentration and surface area would increase the cloud albedo. This effect is also known as the cloud albedo effect, first indirect effect, or Twomey effect. It is a largely theoretical concept that cannot readily be isolated in observations or comprehensive process models due to the ubiquity of adjustments.","AR6","2026-02-27"
"5675","I","Instantaneous radiative forcing (or effect) due to aerosol–radiation interactions (IRFari)","The radiative forcing (or radiative effect, if the perturbation is internally generated) of an aerosol perturbation due directly to aerosol–radiation interactions, with all environmental variables remaining unaffected. Traditionally known in the literature as the direct aerosol forcing (or effect).","AR6","2026-02-27"
"377","I","Institution","Rules, norms and conventions held in common by social actors that guide, constrain and shape human interaction. Institutions can be formal, such as laws and policies, or informal, such as norms and conventions. Organizations - such as parliaments, regulatory agencies, private firms, and community bodies - develop and act in response to institutional frameworks and the incentives they frame. Institutions can guide, constrain and shape human interaction through direct control, through incentives, and through processes of socialisation.","SRCCL; SR15; AR5-WG3; SRREN","2026-02-27"
"379","I","Institutional capacity","Building and strengthening individual organisations and providing technical and management training to support integrated planning and decision-making processes between organisations and people, as well as empowerment, social capital, and an enabling environment, including the culture, values and power relations (Willems and Baumert, 2003).","SRCCL; SR15; AR6","2026-02-27"
"1964","I","Institutional feasibility","Institutional feasibility has two key parts: (1) the extent of administrative workload, both for public authorities and for regulated entities, and (2) the extent to which the policy is viewed as legitimate, gains acceptance, is adopted, and is implemented.","AR5-WG3; SRREN","2026-02-27"
"2182","I","Institutions","The ‘prescriptions’ -i.e., rules, norms, and conventions- used by humans ‘to organize all forms of repetitive and structured interactions including those within families, neighborhoods, markets, firms, sports leagues, churches, private associations, and governments at all scales’ (Ostrom, 2005, p. 3). Institutions can be formal, such as laws and policies, or informal, such as traditions, customs, norms and conventions. Individuals and organisations -such as parliaments, regulatory agencies, private firms, and community bodies- develop and act in response to institutions and the incentives they frame. Institutions can guide, constrain and shape human interaction through direct control, through incentives, and through processes of socialisation.","SROCC; AR5-WG2; AR6","2026-02-27"
"3324","I","Insurance/reinsurance","A family of financial instruments for sharing and transferring risk among a pool of at-risk households, businesses, and/or governments.","AR5-WG2; SREX; AR6","2026-02-27"
"381","I","Integrated assessment","A method of analysis that combines results and models from the physical, biological, economic and social sciences and the interactions among these components in a consistent framework to evaluate the status and the consequences of environmental change and the policy responses to it.","SRCCL; SROCC; SR15; AR5-WG3; AR5-SYR; AR5-WG2; SRREN; AR6","2026-02-27"
"383","I","Integrated assessment model (IAM)","Models that integrate knowledge from two or more domains into a single framework. They are one of the main tools for undertaking integrated assessments.

One class of IAM used in respect of climate change mitigation may include representations of: multiple sectors of the economy, such as energy, land use and land use change; interactions between sectors; the economy as a whole; associated greenhouse gas (GHG) emissions and sinks; and reduced representations of the climate system. This class of model is used to assess linkages between economic, social and technological development and the evolution of the climate system. 

Another class of IAM additionally includes representations of the costs associated with climate change impacts, but includes less detailed representations of economic systems. These can be used to assess impacts and mitigation in a cost-benefit framework and have been used to estimate the social cost of carbon.","SRCCL; SR15; AR6","2026-02-27"
"5717","I","Integrated assessment scenario ensemble","A set of modelled scenarios from an intercomparison of integrated assessment models (IAMs) based on a systematic variation of harmonised scenario designs.","AR6","2026-02-27"
"3182","I","Integrated coastal zone management (ICZM)","An integrated approach for sustainably managing coastal areas, taking into account all coastal habitats and uses.","AR5-SYR; AR5-WG2","2026-02-27"
"3044","I","Integrated Model","Integrated models explore the interactions between multiple sectors of the economy or components of particular systems, such as the energy system. In the context of transformation pathways, they refer to models that, at a minimum, include full and disaggregated representations of the energy system and its linkage to the overall economy that will allow for consideration of interactions among different elements of that system. Integrated models may also include representations of the full economy, land use and land use change (LUC), and the climate system.","AR5-WG3","2026-02-27"
"3000","I","Integrated models","","AR5-WG3; AR5-SYR","2026-02-27"
"1598","I","Integrated response options","In this report, integrated response options are those options that simultaneously address more than one land challenge. These can be categorised into options that rely on a) land management, b) value chain management, and c) risk management. Integrated response options are not mutually exclusive.","SRCCL","2026-02-27"
"385","I","Integrated water resources management (IWRM)","A process which promotes the coordinated development and management of water, land and related resources in order to maximise economic and social welfare in an equitable manner without compromising the sustainability of vital ecosystems.","SRCCL; SR15","2026-02-27"
"4708","I","Inter-decadal Pacific Oscillation (IPO)","An equatorially symmetric pattern of sea surface temperature variability at decadal-to-inter-decadal time scales. While the Pacific Decadal Oscillation (PDO) and its South Pacific counterpart, the South Pacific Decadal Oscillation (SPDO), are considered as physically distinct modes, the tropical Pacific decadal–inter-decadal variability can drive both the PDO and SPDO, forming the IPO as a synchronized pan-Pacific variability. Its spatial pattern of sea surface temperature anomalies is similar to that of the El Niño–Southern Oscillation (ENSO), but with a broader meridional extent in the tropical signal and more weights in the extratropics compared to the tropics. In the AR6 WGI report, it is encapsulated within the definition and description of Pacific Decadal Variability (PDV). See also Section AIV.2.6 in Annex IV of the AR6 WGI report.","AR6","2026-02-27"
"257","I","Inter-generational equity","Equity between generations. In the context of climate change, inter-generational equity acknowledges that the effects of past and present emissions, vulnerabilities and policies impose costs and benefits for people in the future and of different age groups.","SRCCL; SROCC; SR15; AR6","2026-02-27"
"401","I","Inter-generational justice","Justice in the distribution of economic and non-economic costs and benefits across generations.","SROCC; SR15","2026-02-27"
"2506","I","Inter-tropical Convergence Zone (ITCZ)","The Inter-Tropical Convergence Zone is an equatorial zonal belt of low pressure, strong convection and heavy precipitation near the equator where the northeast trade winds meet the southeast trade winds. This band moves seasonally.","AR5-WG1; AR6","2026-02-27"
"5122","I","Interglacial or interglaciation","A globally warm period lasting thousands of years between glacial periods within an ice age. Generally coincides with odd-numbered marine isotope stages (MIS) when mean sea level was close to present. The Last Interglacial (LIG) occurred between about 129 and 116 ka (thousand years) before present (defined as 1950) although the warm period started in some areas a few thousand years earlier. In terms of MIS, interglaciations are defined as the interval between the midpoint of the preceding termination and the onset of the next glaciation. The LIG coincides with MIS 5e. The present interglaciation, the Holocene, started at 11,700 years before 2000 CE, although global mean sea level did not approach its present position until roughly 7000 years ago.","AR6","2026-02-27"
"2508","I","Interglacials or interglaciations","The warm periods between ice age glaciations. Often defined as the periods at which sea levels were close to present sea level. For the Last Interglacial (LIG) this occurred between about 129 and 116 ka (thousand years) before present (defined as 1950) although the warm period started in some areas a few thousand years earlier. In terms of the oxygen isotope record interglaciations are defined as the interval between the midpoint of the preceding termination and the onset of the next glaciation. The present interglaciation, the Holocene, started at 11.65 ka before present although globally sea levels did not approach their present position until about 7 ka before present.","AR5-WG1","2026-02-27"
"5352","I","Internal climate variability","Deviations of climate variables from a given mean state (including the occurrence of extremes, etc.) at all spatial and temporal scales beyond that of individual weather events. Variability may be intrinsic, due to fluctuations of processesinternal to the climate system.","AR6","2026-02-27"
"387","I","Internal variability","","SRCCL; SROCC; SR15; AR5-SYR; AR5-WG1; AR6","2026-02-27"
"389","I","Internet of Things (IoT)","The network of computing devices embedded in everyday objects such as cars, phones and computers, connected via the internet, enabling them to send and receive data.","SR15; AR6","2026-02-27"
"5633","I","Interpolation uncertainty","Uncertainty arising from a statistical or physical model-based interpolation of a field between available estimates to create a more spatio-temporally complete estimate.","AR6","2026-02-27"
"5741","I","Interstadial or interstade","A brief period of regional climatic warming during a glacial or interglacial interval, often characterized by transient glacial retreats. Interstadials are generally of short duration (hundreds to a few thousand years) compared to glacial or interglacial intervals (lasting many thousands to tens of thousands of years). One example of a regional interstadial event is based on millennial scale warming recorded by oxygen isotope ratios in Greenland ice cores, the so called “Greenland Interstadials” (Johnsen et al., 1992).","AR6","2026-02-27"
"2186","I","Invasive species","A species that is not native to a specific location or nearby, lacking natural controls, and has a tendency to rapidly increase in abundance, displacing native species. Invasive species may also damage the human economy or human health.","SROCC; AR6","2026-02-27"
"3326","I","Invasive species/Invasive Alien Species (IAS)","A species introduced outside its natural past or present distribution (i.e., an alien species) that becomes established in natural or semi-natural ecosystems or habitat, is an agent of change, and threatens native biological diversity (IUCN, 2000; CBD, 2002).","AR5-WG2","2026-02-27"
"2992","I","IPAT identity","IPAT is the lettering of a formula put forward to describe the impact of human activity on the environment. Impact (I) is viewed as the product of population size (P), affluence (A=GDP/person) and technology (T= impact per GDP unit). In this conceptualization, population growth by definition leads to greater environmental impact if A and T are constant, and likewise higher income leads to more impact (Ehrlich and Holdren, 1971).","AR5-WG3","2026-02-27"
"391","I","Iron fertilization","","SR15; AR5-WG3; AR5-WG1","2026-02-27"
"393","I","Irreversibility","A perturbed state of a dynamical system is defined as irreversible on a given timescale if the recovery timescale from this state due to natural processes is substantially longer than the time it takes for the system to reach this perturbed state.","SRCCL; SROCC; SR15; AR5-SYR; AR5-WG1; AR6","2026-02-27"
"2510","I","Isostatic or Isostasy","Isostasy refers to the response of the earth to changes in surface load. It includes the deformational and gravitational response. This response is elastic on short time scales, as in the earth-ocean response to recent changes in mountain glaciation, or viscoelastic on longer time scales, as in the response to the last deglaciation following the Last Glacial Maximum.","AR5-WG1; AR6","2026-02-27"
"2512","I","Isotopes","Atoms of the same chemical element that have the same the number of protons but differ in the number of neutrons. Some proton-neutron configurations are stable (stable isotopes), others are unstable undergoing spontaneous radioactive decay (radioisotopes). Most elements have more than one stable isotope. Isotopes can be used to trace transport processes or to study processes that change the isotopic ratio. Radioisotopes provide in addition time information that can be used for radiometric dating.","AR5-WG1; AR6","2026-02-27"
"3002","J","Jevon's paradox","","AR5-WG3","2026-02-27"
"3004","J","Joint Implementation (JI)","A mechanism defined in Article 6 of the Kyoto Protocol, through which investors (governments or companies) from developed (Annex B) countries may implement projects jointly that limit or reduce emissions or enhance sinks, and to share the Emissions Reduction Units (ERU).","AR5-WG3","2026-02-27"
"5545","J","Just transitions","A set of principles, processes and practices that aim to ensure that no people, workers, places, sectors, countries or regions are left behind in the transition from a high-carbon to a low-carbon economy. It stresses the need for targeted and proactive measures from governments, agencies and authorities to ensure that any negative social, environmental or economic impacts of economy-wide transitions are minimised, while benefits are maximised for those disproportionally affected. Key principles of just transitions include: respect and dignity for vulnerable groups; fairness in energy access and use, social dialogue and democratic consultation with relevant stakeholders; the creation of decent jobs; social protection; and rights at work. Just transitions could include fairness in energy, land use and climate planning and decision-making processes; economic diversification based on low-carbon investments; realistic training/retraining programs that lead to decent work; gender-specific policies that promote equitable outcomes; the fostering of international cooperation and coordinated multilateral actions; and the eradication of poverty. Lastly, just transitions may embody the redressing of past harms and perceived injustices (ILO 2015; UNFCCC 2016).","AR6","2026-02-27"
"395","J","Justice","is concerned with ensuring that people get what is due to them setting out the moral or legal principles of fairness and equity in the way people are treated, often based on the ethics and values of society.","SROCC; SR15; AR6","2026-02-27"
"3006","K","Kaya identity","In this identity global emissions are equal to the population size, multiplied by per capita output (gross world product), multiplied by the energy intensity of production, multiplied by the carbon intensity of energy.","AR5-WG3; AR6","2026-02-27"
"4714","K","Key climate indicators","Key indicators constitute a finite set of distinct variables that may collectively point to important overall changes in the climate system of broad societal relevance across the atmospheric, oceanic, cryospheric and biospheric domains, with land as an implicit cross-cutting theme. Taken together, these indicators would be expected to both have changed and continue to change in the future in a coherent and consistent manner. See Cross-Chapter Box 2.2, Table 1 in the AR6 WGI report.","AR6","2026-02-27"
"5787","K","Key risk","Key risks have potentially severe adverse consequences for humans and social-ecological systems resulting from the interaction of climate related hazards with vulnerabilities of societies and systems exposed.","AR6","2026-02-27"
"3328","K","Key vulnerability, Key risk, Key impact","A vulnerability, risk, or impact relevant to the definition and elaboration of “dangerous anthropogenic interference (DAI) with the climate system,” in the terminology of United Nations Framework Convention on Climate Change (UNFCCC) Article 2, meriting particular attention by policy makers in that context. 

Key risks are potentially severe adverse consequences for humans and social-ecological systems resulting from the interaction of climaterelated hazards with vulnerabilities of societies and systems exposed. Risks are considered “key” due to high hazard or high vulnerability of societies and systems exposed, or both. 

Vulnerabilities are considered “key” if they have the potential to combine with hazardous events or trends to result in key risks. Vulnerabilities that have little influence on climate-related risk, for instance, due to lack of exposure to hazards, would not be considered key. 

Key impacts are severe consequences for humans and social-ecological systems.","AR5-WG2","2026-02-27"
"4716","K","Kriging","Kriging is a method of interpolation (normally spatial interpolation when used with atmospheric or oceanographic data) in which the interpolated values are estimated using a Gaussian process governed by prior covariances.","AR6","2026-02-27"
"3008","K","Kyoto Mechanisms (also referred to as Flexibility Mechanisms)","Market-based mechanisms that Parties to the Kyoto Protocol can use in an attempt to lessen the potential economic impacts of their commitment to limit or reduce greenhouse gas (GHG) emissions. They include Joint Implementation (JI) (Article 6), Clean Development Mechanism (CDM) (Article 12), and Emissions trading (Article 17).","AR5-WG3","2026-02-27"
"407","K","Kyoto Protocol","The Kyoto Protocol to the United Nations Framework Convention on Climate Change (UNFCCC) is an international treaty adopted in December 1997 in Kyoto, Japan, at the Third Session of the Conference of the Parties (COP3) to the UNFCCC. It contains legally binding commitments, in addition to those included in the UNFCCC. Countries included in Annex B of the Protocol (mostly OECD countries and countries with economies in transition) agreed to reduce their anthropogenic greenhouse gas (GHG) emissions (carbon dioxide (CO2), methane (CH4), nitrous oxide (N2O), hydrofluorocarbons (HFCs), perfluorocarbons (PFCs), and sulphur hexafluoride (SF6)) by at least 5% below 1990 levels in the first commitment period (2008-2012). The Kyoto Protocol entered into force on 16 February 2005 and as of May 2018 had 192 Parties (191 States and the European Union). A second commitment period was agreed in December 2012 at COP18, known as the Doha Amendment to the Kyoto Protocol, in which a new set of Parties committed to reduce GHG emissions by at least 18% below 1990 levels in the period from 2013 to 2020. However, as of May 2018, the Doha Amendment had not received sufficient ratifications to enter into force.","SRCCL; SROCC; SR15; AR5-WG3; AR5-WG1; SRREN","2026-02-27"
"2190","L","La Niña","","SROCC; AR5-WG2; AR5-WG1","2026-02-27"
"2188","L","Labile dissolved organic carbon (LDOC)","","SROCC","2026-02-27"
"1600","L","Land","The terrestrial portion of the biosphere that comprises the natural resources (soil, near surface air, vegetation and other biota, and water), the ecological processes, topography, and human settlements and infrastructure that operate within that system (FAO, 2007; UNCCD, 1994).","SRCCL; SROCC; AR6","2026-02-27"
"1602","L","Land challenges","In this report, land challenges refers to land-based mitigation and adaptation, desertification, land degradation and food security.","SRCCL","2026-02-27"
"1604","L","Land cover","The biophysical coverage of land (e.g., bare soil, rocks, forests, buildings and roads or lakes). Land cover is often categorised in broad land-cover classes (e.g., deciduous forest, coniferous forest, mixed forest, grassland, bare ground). [Note: In some literature assessed in this report, land cover and land use are used interchangeably, but the two represent distinct classification systems. For example, the land cover class woodland can be under various land uses such as livestock grazing, recreation, conservation, or wood harvest.]","SRCCL; AR6","2026-02-27"
"1608","L","Land degradation","A negative trend in land condition, caused by direct or indirect human-induced processes including anthropogenic climate change, expressed as long-term reduction or loss of at least one of the following: biological productivity, ecological integrity or value to humans. [Note: This definition applies to forest and non-forest land. Changes in land condition resulting solely from natural processes (such as volcanic eruptions) are not considered to be land degradation. Reduction of biological productivity or ecological integrity or value to humans can constitute degradation, but any one of these changes need not necessarily be considered degradation.]","SRCCL; AR6","2026-02-27"
"1610","L","Land degradation neutrality","A state whereby the amount and quality of land resources necessary to support ecosystem functions and services and enhance food security remain stable or increase within specified temporal and spatial scales and ecosystems (UNCCD, 2019).","SRCCL; AR6","2026-02-27"
"3330","L","Land grabbing","Large acquisitions of land or water rights for industrial agriculture, mitigation projects, or biofuels that have negative consequences on local and marginalized communities.","AR5-WG2","2026-02-27"
"1612","L","Land management","Sum of land-use practices (e.g., sowing, fertilizing, weeding, harvesting, thinning, clear-cutting) that take place within broader land-use categories. (Pongratz et al., 2018)","SRCCL; SROCC; AR6","2026-02-27"
"1614","L","Land management change","A change in land management that occurs within a land-use category.","SRCCL; AR6","2026-02-27"
"1616","L","Land potential","The inherent, long-term potential of the land to sustainably generate ecosystem services, which reflects the capacity and resilience of the land-based natural capital, in the face of ongoing environmental change (UNEP, 2016).","SRCCL; AR6","2026-02-27"
"1618","L","Land rehabilitation","Direct or indirect actions undertaken with the aim of reinstating a level of ecosystem functionality, where the goal is provision of goods and services rather than ecological restoration (McDonald, et al., 2016).","SRCCL; AR6","2026-02-27"
"1620","L","Land restoration","The process of assisting the recovery of land from a degraded state (McDonald et al., 2016; IPBES, 2018).","SRCCL; SROCC; AR6","2026-02-27"
"409","L","Land surface air temperature","The near-surface air temperature over land, typically measured at 1.25–2 m above the ground using standard meteorological equipment.","SR15; AR5-WG2; AR5-WG1; SREX","2026-02-27"
"1622","L","Land surface air temperature (LSAT)","The near-surface air temperature over land, typically measured at 1.25-2 m above the ground using standard meteorological equipment.","SRCCL; AR6","2026-02-27"
"411","L","Land use","The total of arrangements, activities and inputs applied to a parcel of land. The term land use is also used in the sense of the social and economic purposes for which land is managed (e.g., grazing, timber extraction, conservation and city dwelling). In national GHG inventories, land use is classified according to the IPCC land use categories of forest land, cropland, grassland, wetlands, settlements, other lands (see the 2006 IPCC Guidelines for National GHG Inventories for details).","SRCCL; SROCC; SR15; AR6","2026-02-27"
"3010","L","Land use (change, direct and indirect)","Land use refers to the total of arrangements, activities and inputs undertaken in a certain land cover type (a set of human actions). The term land use is also used in the sense of the social and economic purposes for which land is managed (e.g., grazing, timber extraction and conservation). In urban settlements it is related to land uses within cities and their hinterlands. Urban land use has implications on city management, structure, and form and thus on energy demand, greenhouse gas (GHG) emissions, and mobility, among other aspects.","AR5-WG3","2026-02-27"
"1884","L","Land use (change; direct and indirect)","The total of arrangements, activities and inputs undertaken in a certain land cover type. The social and economic purposes for which land is managed (e.g., grazing, timber extraction and conservation).","SRREN","2026-02-27"
"2514","L","Land use and Land use change","Land use refers to the total of arrangements, activities, and inputs undertaken in a certain land cover type (a set of human actions). The term land use is also used in the sense of the social and economic purposes for which land is managed (e.g., grazing, timber extraction, and conservation). Land use change refers to a change in the use or management of land by humans, which may lead to a change in land cover. Land cover and land use change may have an impact on the surface albedo, evapotranspiration, sources and sinks of greenhouse gases, or other properties of the climate system and may thus give rise to radiative forcing and/or other impacts on climate, locally or globally. See also the IPCC Special Report on Land Use, Land-Use Change, and Forestry (IPCC, 2000).","AR5-WG2; AR5-WG1; SREX","2026-02-27"
"3184","L","Land use and land-use change","Land use refers to the total of arrangements, activities and inputs undertaken in a certain land cover type (a set of human actions). The term land use is also used in the sense of the social and economic purposes for which land is managed (e.g., grazing, timber extraction and conservation). In urban settlements it is related to land uses within cities and their hinterlands. Urban land use has implications on city management, structure and form and thus on energy demand, greenhouse gas (GHG) emissions and mobility, among other aspects.","AR5-SYR","2026-02-27"
"1886","L","Land use change","occurs whenever land is transformed from one use to another, for example, from forest to agricultural land or to urban areas. Since different land types have different carbon storage potential (e.g., higher for forests than for agricultural or urban areas), land use changes may lead to net emissions or to carbon uptake.","SRREN","2026-02-27"
"3012","L","Land use change (LUC)","Land use change refers to a change in the use or management of land by humans, which may lead to a change in land cover. Land cover and LUC may have an impact on the surface albedo, evapotranspiration, sources and sinks of GHGs, or other properties of the climate system and may thus give rise to radiative forcing and/or other impacts on climate, locally or globally.","AR5-WG3","2026-02-27"
"3016","L","Land use, land use change and forestry (LULUCF)","A greenhouse gas (GHG) inventory sector that covers emissions and removals of GHGs resulting from direct human-induced land use, land use change and forestry activities excluding agricultural emissions.","AR5-WG3","2026-02-27"
"417","L","Land use, land-use change and forestry (LULUCF)","In the context of national greenhouse gas (GHG) inventories under the United Nations Framework Convention on Climate Change (UNFCCC, 2019), LULUCF is a GHG inventory sector that covers anthropogenic emissions and removals of GHG in managed lands, excluding non-CO2 agricultural emissions. Following the 2006 IPCC Guidelines for National GHG Inventories, ‘anthropogenic’ land-related GHG fluxes are defined as all those occurring on ‘managed land’, i.e., ‘where human interventions and practices have been applied to perform production, ecological or social functions’. Since managed land may include carbon dioxide (CO2) removals not considered as ‘anthropogenic’ in some of the scientific literature assessed in this report (e.g., removals associated with CO2 fertilisation and N deposition), the land-related net GHG emission estimates from global models included in this report are not necessarily directly comparable with LULUCF estimates in National GHG Inventories.","SRCCL; SR15; AR6","2026-02-27"
"3018","L","Land value capture","A financing mechanism usually based around transit systems, or other infrastructure and services, that captures the increased value of land due to improved accessibility.","AR5-WG3","2026-02-27"
"2516","L","Land water storage (LWS)","Water stored on land other than in glaciers and ice sheets (that is water stored in rivers, lakes, wetlands, the vadose zone, aquifers, reservoirs, snow and permafrost). Changes in land water storage driven by climate and human activities contribute to sea level change.","AR5-WG1; AR6","2026-02-27"
"1606","L","Land-cover change","Change from one land cover class to another, due to change in land use or change in natural conditions (Pongratz et al., 2018).","SRCCL; AR6","2026-02-27"
"413","L","Land-use change (LUC)","The change from one land use category to another. [Note: In some of the scientific literature assessed in this report, land-use change encompasses changes in land-use categories as well as changes in land management.]","SRCCL; SR15; AR5-SYR; AR6","2026-02-27"
"1890","L","Landfill","A solid waste disposal site where waste is deposited below, at or above ground level. Limited to engineered sites with cover materials, controlled placement of waste and management of liquids and gases. It excludes uncontrolled waste disposal. Landfills often release methane, CO2 and other gases as organic materials decay.","SRREN","2026-02-27"
"4568","L","Landslide","A mass of material that has moved downhill by gravity, often assisted by water when the material is saturated. The movement of soil, rock, or debris down a slope can occur rapidly, or may involve slow, gradual failure.","SREX","2026-02-27"
"2518","L","Lapse rate","The rate of change of an atmospheric variable, usually temperature, with height. The lapse rate is considered positive when the variable decreases with height.","AR5-WG1; SREX; AR6","2026-02-27"
"5252","L","Large-scale","The climate system involves process interactions from the micro- to the global-scale. Any threshold for defining ‘large-scale’ is arbitrary. Understanding of large-scale climate variability and change requires knowledge of both the response to external forcings and the role of internal variability. Many external forcings have substantial hemispheric or continental scale variations. Modes of climate variability are driven by ocean-basin-scale processes. Thus we define large-scale to include ocean-basin and continental scales as well as hemispheric and global scales.","AR6","2026-02-27"
"2520","L","Last Glacial Maximum (LGM)","The period during the last ice age when the glaciers and ice sheets reached their maximum extent, approximately 21 ka ago. This period has been widely studied because the radiative forcings and boundary conditions are relatively well known.","AR5-WG2; AR5-WG1","2026-02-27"
"2522","L","Last Interglacial (LIG)","","AR5-WG1","2026-02-27"
"5735","L","Last millennium","The interval of the Common Era (CE) between 1001 and 2000 CE. Encompasses the Little Ice Age, a roughly defined period characterized by multiple expansions of mountain glaciers worldwide, the timing of which differs among regions but generally occurred between 1400 CE and 1900 CE. The last millennium also mostly encompasses the Medieval Warm Period (also called the Medieval Climate Anomaly), a roughly defined period of relatively warm conditions or other climate excursions such as extensive drought, the timing and magnitude of which differ among regions, but generally occurred between 900 and 1400 CE. Transient climate model experiments by the Paleoclimate Modelling Intercomparison Project (PMIP) for the last millennium extend from 850–1849 CE.","AR6","2026-02-27"
"1624","L","Latent heat flux","The turbulent flux of heat from the Earth's surface to the atmosphere that is associated with evaporation or condensation of water vapour at the surface; a component of the surface energy budget.","SRCCL; AR5-WG1; SREX; AR6","2026-02-27"
"1626","L","Leakage","The effects of policies that result in a displacement of the environmental impact, thereby counteracting the intended effects of the initial policies.","SRCCL; AR5-WG3; AR5-SYR; AR6","2026-02-27"
"1892","L","Leapfrogging","The ability of developing countries to bypass intermediate technologies and jump straight to advanced clean technologies. Leapfrogging can enable developing countries to move to a low-emissions development trajectory.","SRREN; AR6","2026-02-27"
"1894","L","Learning curve / rate","Decreasing cost-prices of renewable energy supplies shown as a function of increasing (total or yearly) supplies. Learning improves technologies and processes over time due to experience, as production increases and/or with increasing research and development. The learning rate is the percent decrease of the cost-price for every doubling of the cumulative supplies (also called progress ratio).","SRREN","2026-02-27"
"3020","L","Learning curve/rate","Decreasing cost-prices of technologies shown as a function of increasing (total or yearly) supplies. The learning rate is the percent decrease of the cost-price for every doubling of the cumulative supplies (also called progress ratio).","AR5-WG3","2026-02-27"
